ID,category,file_name,location,include,archive_date,destroy_date,owner,notes
1672,Dead Filed,Charlestown WPCF Upgrade - Ronca Shop Drawings,"Treatment Plant,Storage Room 211,1004",,1-Jan-80,1-Jan-80,Engineer,
1673,Dead Filed,Charlestown WPCF Upgrade - General and HVAC Prevailing Wages,"Treatment Plant,Storage Room 211,1005",,1-Jan-80,1-Jan-80,Financial Director,
1674,Dead Filed,Charlestown WPCF Upgrade Coorespondance (small folder),"Treatment Plant,Storage Room 211,1006",,1-Jan-80,1-Jan-80,Financial Director,
1675,Dead Filed,Charlestown WPCF Upgrade Genearl Control AFP&#039s and Coorespondance,"Treatment Plant,Storage Room 211,1006",,1-Jan-80,1-Jan-80,Financial Director,
1676,Dead Filed,Charlestown WPCF Upgrade - HVAC Contract,"Treatment Plant,Storage Room 211,1006",,1-Jan-80,1-Jan-80,Financial Director,
1677,Dead Filed,Charlestown WPCF Upgrade - Meeting Minutes,"Treatment Plant,Storage Room 211,1006",,1-Jan-80,1-Jan-80,Financial Director,
1678,Dead Filed,Charlestown WPCF Upgrade Plumbing,"Treatment Plant,Storage Room 211,1006",,1-Jan-80,1-Jan-80,Financial Director,
1679,Dead Filed,Charlestown WPCF Upgrade - Radio Telemetry-Acer,"Treatment Plant,Storage Room 211,1006",,1-Jan-80,1-Jan-80,Financial Director,
1680,Dead Filed,Charlestown WPCF UPgrade Ronca Claim Settlement,"Treatment Plant,Storage Room 211,1006",,1-Jan-80,1-Jan-80,Financial Director,
1681,Dead Filed,Charlestown WPCF Upgrade Ronca Correspondance,"Treatment Plant,Storage Room 211,1006",,1-Jan-80,1-Jan-80,Financial Director,
1682,Dead Filed,Charlestown WPCF Upgrade Wescott Claim Information,"Treatment Plant,Storage Room 211,1006",,1-Jan-80,1-Jan-80,Financial Director,
1683,Dead Filed,1992 Plant Expansion Preliminary Submission,"Treatment Plant,Storage Room 211,1007",,1-Jan-80,1-Jan-80,Engineer,
1684,Dead Filed,1992 Plant Expansion Unsuccessful Bidders,"Treatment Plant,Storage Room 211,1007",,1-Jan-80,1-Jan-80,Financial Director,
1685,Dead Filed,Construction of Valve Vaults at Final Clarifiers,"Treatment Plant,Storage Room 211,1007",,1-Jan-80,1-Jan-80,Financial Director,
1686,Dead Filed,Headwork and Grit Chamber Repairs,"Treatment Plant,Storage Room 211,1007",,1-Jan-80,1-Jan-80,Financial Director,
1687,Dead Filed,Huth - Phosphorus Removal Study - Folder,"Treatment Plant,Storage Room 211,1007",,1-Jan-80,1-Jan-80,Financial Director,
1688,Dead Filed,Modifications to Final Clarifiers 1 and,"Treatment Plant,Storage Room 211,1007",,1-Jan-80,1-Jan-80,Engineer,
1689,Dead Filed,New Belt Filter Press Contract - Electrical,"Treatment Plant,Storage Room 211,1007",,1-Jan-80,1-Jan-80,Financial Director,
1690,Dead Filed,New Belt Filter Press Contract - HVAC,"Treatment Plant,Storage Room 211,1007",,1-Jan-80,1-Jan-80,Financial Director,
1691,Dead Filed,Process Problems - Drexel Univ. Dr. Pipes,"Treatment Plant,Storage Room 211,1007",,1-Jan-80,1-Jan-80,Engineer,
1692,Dead Filed,Repairs to the Grit Chamber,"Treatment Plant,Storage Room 211,1007",,1-Jan-80,1-Jan-80,Engineer,
1693,Dead Filed,Rerate Plant and Primary Clarifier #3,"Treatment Plant,Storage Room 211,1007",,1-Jan-80,1-Jan-80,Financial Director,
1694,Dead Filed,Secondary Clarifier Engineering Services,"Treatment Plant,Storage Room 211,1007",,1-Jan-80,1-Jan-80,Financial Director,
1695,Dead Filed,Sludge Process Equipment Installation,"Treatment Plant,Storage Room 211,1007",,1-Jan-80,1-Jan-80,Engineer,
1696,Dead Filed,Sludge Processing Equipment Procurement,"Treatment Plant,Storage Room 211,1007",,1-Jan-80,1-Jan-80,Engineer,
1697,Dead Filed,Sludge Thickener Inspection - Acer,"Treatment Plant,Storage Room 211,1007",,1-Jan-80,1-Jan-80,Financial Director,
1698,Dead Filed,Treatment Plant AO Process Contract 2 HVAC,"Treatment Plant,Storage Room 211,1007",,1-Jan-80,1-Jan-80,Financial Director,
1699,Dead Filed,TREATMENT PLANT AO PROCESS CONTRACT 3 ELECTRICAL,"Treatment Plant,Storage Room 211,1007",,1-Jan-80,1-Jan-80,Financial Director,
1700,Dead Filed,TREATMENT PLANT AO PROCESS INSPECTION RES-REP,"Treatment Plant,Storage Room 211,1007",,1-Jan-80,1-Jan-80,Financial Director,
1701,Dead Filed,TREATMENT PLANT SETTLEMENT PROBLEM EVALUATION,"Treatment Plant,Storage Room 211,1007",,1-Jan-80,1-Jan-80,Engineer,
1702,Dead Filed,UTILIZATION OF SEWAGE SLUDGE 1991 REPORTING,"Treatment Plant,Storage Room 211,1007",,1-Jan-80,1-Jan-80,Engineer,
1703,Dead Filed,APPRAISAL FOR 2262 HERSHEY AVE.,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Financial Director,
1704,Dead Filed,APPRAISAL FOR ANDREW FARKAS,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Financial Director,
1705,Dead Filed,APPRAISAL FOR ARMSTRONG CORK COMPANY,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Financial Director,
1706,Dead Filed,APPRAISAL FOR CECIL BUSLER,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Financial Director,
1707,Dead Filed,APPRAISAL FOR CHARLES MYERS,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Financial Director,
1708,Dead Filed,APPRAISAL FOR CLARENCE R. METZLER,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Financial Director,
1709,Dead Filed,APPRAISAL FOR ERNEST. J. SAUDER,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Financial Director,
1710,Dead Filed,APPRAISAL FOR FRANCES OUTIN,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Financial Director,
1711,Dead Filed,APPRAISAL FOR FRED HESS,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Financial Director,
1712,Dead Filed,APPRAISAL FOR GEORGE DELP,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Financial Director,
1713,Dead Filed,APPRAISAL FOR LLOYD MILLER,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Financial Director,
1714,Dead Filed,APPRAISAL FOR MARIETTA PIKE AND ROHRERSTOWN RD.,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Financial Director,
1715,Dead Filed,APPRAISAL FOR PAUL H. ROHRER,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Financial Director,
1716,Dead Filed,APPRAISAL FOR PAUL L. KEAGY,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Financial Director,
1717,Dead Filed,APPRAISAL FOR ROBERT B. KNOLL,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Financial Director,
1718,Dead Filed,APPRAISAL FOR ST. JOSEPH CONVENT,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Financial Director,
1719,Dead Filed,APPRAISAL FOR WILBERT HIESTAND,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Financial Director,
1720,Dead Filed,APPRAISAL FOR AARON BRUBAKER,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Financial Director,
1721,Dead Filed,APPRAISAL REPORT FOR ROBERT B NOLL,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Financial Director,
1722,Dead Filed,APPRAISAL FOR L. EUGENE AND JOANNE COPE,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Financial Director,
1723,Dead Filed,ASSESSMENT COMPENDIUM FOR LASA,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Financial Director,
1724,Dead Filed,CERTIFICATES OF TESTS,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Engineer,
1725,Dead Filed,CONCEPT DEVELOPMENT REPORT ON CITY OF LANCASTER SEWER AUTHORITY,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Engineer,
1726,Dead Filed,ECONOMIC FEASIBILITY OF TRANSFERRING MAPLE GROVE SEWER DISTRICT....,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Engineer,
1727,Dead Filed,ESTIMATED CHARGES TO CITY OF LANCASTER,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Engineer,
1728,Dead Filed,FILE OF ACCOUNT INFORMATION FOR HEMP. SCHOOL DIST.,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Financial Director,
1729,Dead Filed,LEGAL CORRESPONDANCE CONCERNING PUMPING STATION AND PLANT,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Financial Director,
1730,Dead Filed,MAINTENANCE GUIDELINES FOR SANITARY SEWER SYSTEM,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Engineer,
1731,Dead Filed,MISC. RATE STUDIES,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Financial Director,
1732,Dead Filed,PRELIMINARY COMPENDIUM ON SEWER ASSESMENTS,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Engineer,
1733,Dead Filed,"PRELIMINARY STATEMENT ON 28,900,000 SEWER BONDS","Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Financial Director,
1734,Dead Filed,REPAIRS TO SLUDGE THICKENER PAININT,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Engineer,
1735,Dead Filed,SEWER INSPECTION LOG 1975,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Maint Director,
1736,Dead Filed,SEWER TEST REPORTS,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Engineer,
1737,Dead Filed,TRUST INDENTURE DATED 1/1/69,"Treatment Plant,Storage Room 211,1008",,1-Jan-80,1-Jan-80,Financial Director,
1738,Dead Filed,GENERAL KELLOGGS INFORMATION PRETREATMENT,"Treatment Plant,Storage Room 211,1009",,1-Jan-80,1-Jan-80,Pretreatment Adm,
1739,Dead Filed,INDUSTRIAL SURCHARGE CALCULATIONS AND KELLOGGS,"Treatment Plant,Storage Room 211,1009",,1-Jan-80,1-Jan-80,Financial Director,
1740,Dead Filed,KELLOGG LITIGATION FILES,"Treatment Plant,Storage Room 211,1009",,1-Jan-80,1-Jan-80,Financial Director,
1741,Dead Filed,KELLOGGS PRETREATMENT APPLICATIONS ETC.,"Treatment Plant,Storage Room 211,1009",,1-Jan-80,1-Jan-80,Pretreatment Adm,
1742,Dead Filed,"PRETREATMENT SURCHARGES - KELLOGS, Y & S CANDIES & OTHERS","Treatment Plant,Storage Room 211,1009",,1-Jan-80,1-Jan-80,Pretreatment Adm,
1743,Dead Filed,ASSESSMENT RESOLUTIONS,"Treatment Plant,Storage Room 211,1010",,1-Jan-80,1-Jan-80,Financial Director,
1744,Dead Filed,BARRCREST DEVELOPMENT,"Treatment Plant,Storage Room 211,1010",,1-Jan-80,1-Jan-80,Financial Director,
1745,Dead Filed,BATTERY RIDGE,"Treatment Plant,Storage Room 211,1010",,1-Jan-80,1-Jan-80,Financial Director,
1746,Dead Filed,BIDS UNSUCCESSFUL 1990,"Treatment Plant,Storage Room 211,1010",,1-Jan-80,1-Jan-80,Financial Director,
1747,Dead Filed,BOARD MEETING AGENDAS,"Treatment Plant,Storage Room 211,1010",,1-Jan-80,1-Jan-80,Financial Director,
1748,Dead Filed,BOARD MEETING MINUTES 1973,"Treatment Plant,Storage Room 211,1010",,1-Jan-80,1-Jan-80,Financial Director,
1749,Dead Filed,BOARD MEETING MINUTES - 1/1975 - 6/1974,"Treatment Plant,Storage Room 211,1010",,1-Jan-80,1-Jan-80,Financial Director,
1750,Dead Filed,BOARD MEETING MINUTES 7/1974 - 12/1974,"Treatment Plant,Storage Room 211,1010",,1-Jan-80,1-Jan-80,Financial Director,
1751,Dead Filed,BOND ISSUE,"Treatment Plant,Storage Room 211,1010",,1-Jan-80,1-Jan-80,Financial Director,
1752,Dead Filed,BURNS MISC. 1964-68,"Treatment Plant,Storage Room 211,1010",,1-Jan-80,1-Jan-80,Financial Director,
1753,Dead Filed,COLUMBIA PLATING WORKS,"Treatment Plant,Storage Room 211,1010",,1-Jan-80,1-Jan-80,Financial Director,
1754,Dead Filed,FINANCIAL ANALYSIS OF REVISED SEWER SYSTEM PROJECT,"Treatment Plant,Storage Room 211,1010",,1-Jan-80,1-Jan-80,Financial Director,
1755,Dead Filed,FISCAL REPORT FOR CONSTRUCTION OF SANITARY SEWERAGE SYSTEMS,"Treatment Plant,Storage Room 211,1010",,1-Jan-80,1-Jan-80,Financial Director,
1756,Dead Filed,FISCAL REPORT FOR EXTENSION OF SANITARY SEWERAGE SYSTEM,"Treatment Plant,Storage Room 211,1010",,1-Jan-80,1-Jan-80,Financial Director,
1757,Dead Filed,GENERAL COORESPONDENCE,"Treatment Plant,Storage Room 211,1010",,1-Jan-80,1-Jan-80,Financial Director,
1758,Dead Filed,HEDGEWICK VILLAGE,"Treatment Plant,Storage Room 211,1010",,1-Jan-80,1-Jan-80,Financial Director,
1759,Dead Filed,HUTH ENGINEERING COORESPONDANCE,"Treatment Plant,Storage Room 211,1010",,1-Jan-80,1-Jan-80,Engineer,
1760,Dead Filed,LOCEKY MEDICAL CENTER AGREEMENT,"Treatment Plant,Storage Room 211,1010",,1-Jan-80,1-Jan-80,Financial Director,
1761,Dead Filed,LOUXMONT DRIVE,"Treatment Plant,Storage Room 211,1010",,1-Jan-80,1-Jan-80,Financial Director,
1762,Dead Filed,"MISC. AGREEMENTS, BYLAWS","Treatment Plant,Storage Room 211,1010",,1-Jan-80,1-Jan-80,Financial Director,
1763,Dead Filed,MISCELLANEOUS COORESPONDANCE BY ALLEN FORBES,"Treatment Plant,Storage Room 211,1010",,1-Jan-80,1-Jan-80,Financial Director,
1764,Dead Filed,MODULES FILED,"Treatment Plant,Storage Room 211,1010",,1-Jan-80,1-Jan-80,Financial Director,
1765,Dead Filed,NOTES FROM SECRETARY,"Treatment Plant,Storage Room 211,1010",,1-Jan-80,1-Jan-80,Financial Director,
1766,Dead Filed,SILVER SPRING BRIDGE REPLACEMENT FOLDER,"Treatment Plant,Storage Room 211,1010",,1-Jan-80,1-Jan-80,Engineer,
1767,Dead Filed,SIMON LEVER ASSOC. - BOARD MEETING MINUTES,"Treatment Plant,Storage Room 211,1010",,1-Jan-80,1-Jan-80,Financial Director,
1768,Dead Filed,SPERRY NEW HOLLAND FOLDER,"Treatment Plant,Storage Room 211,1010",,1-Jan-80,1-Jan-80,Engineer,
1769,Dead Filed,STEHMAN FARM PROPOSED DEVELOPMENT,"Treatment Plant,Storage Room 211,1010",,1-Jan-80,1-Jan-80,Engineer,
1770,Dead Filed,TV AND GROUTING,"Treatment Plant,Storage Room 211,1010",,1-Jan-80,1-Jan-80,Engineer,
1771,Dead Filed,ADMINISTRATION CORRESPONDANCE,"Treatment Plant,Storage Room 211,1011",,1-Jan-80,1-Jan-80,Financial Director,
1772,Dead Filed,BOARD MEETING AGENDAS,"Treatment Plant,Storage Room 211,1011",,1-Jan-80,1-Jan-80,Financial Director,
1773,Dead Filed,BOARD MEETING MINUTES AROUND 1968,"Treatment Plant,Storage Room 211,1011",,1-Jan-80,1-Jan-80,Financial Director,
1774,Dead Filed,CORRESPONDANCE TO BOARD MEMBERS,"Treatment Plant,Storage Room 211,1011",,1-Jan-80,1-Jan-80,Financial Director,
1775,Dead Filed,EDU STUDY 1975,"Treatment Plant,Storage Room 211,1011",,1-Jan-80,1-Jan-80,Engineer,
1776,Dead Filed,FINANCIAL REPORTS,"Treatment Plant,Storage Room 211,1011",,1-Jan-80,1-Jan-80,Financial Director,
1777,Dead Filed,HENRY BROWN FOLDER,"Treatment Plant,Storage Room 211,1011",,1-Jan-80,1-Jan-80,Financial Director,
1778,Dead Filed,HISTORY OF LASA,"Treatment Plant,Storage Room 211,1011",,1-Jan-80,1-Jan-80,Financial Director,
1779,Dead Filed,HUTH ENGINEERING REPORTS,"Treatment Plant,Storage Room 211,1011",,1-Jan-80,1-Jan-80,Financial Director,
1780,Dead Filed,INFORMATION ON TAXES OF SEWER BONDS,"Treatment Plant,Storage Room 211,1011",,1-Jan-80,1-Jan-80,Financial Director,
1781,Dead Filed,JOINT SEWER BOND CORRESPONDANCE,"Treatment Plant,Storage Room 211,1011",,1-Jan-80,1-Jan-80,Financial Director,
1782,Dead Filed,"LTP METAL FINISHING, INC.","Treatment Plant,Storage Room 211,1011",,1-Jan-80,1-Jan-80,Pretreatment Adm,
1783,Dead Filed,MANAGERS COPY OF BOARD MINUTES,"Treatment Plant,Storage Room 211,1011",,1-Jan-80,1-Jan-80,Financial Director,
1784,Dead Filed,MISC. CORRESPONDANCE,"Treatment Plant,Storage Room 211,1011",,1-Jan-80,1-Jan-80,Financial Director,
1785,Dead Filed,NOTES ABOUT BOARD MEETING,"Treatment Plant,Storage Room 211,1011",,1-Jan-80,1-Jan-80,Financial Director,
1786,Dead Filed,POTW PRETREATMENT PROGRAM FOR LASA,"Treatment Plant,Storage Room 211,1011",,1-Jan-80,1-Jan-80,Pretreatment Adm,
1787,Dead Filed,RESOLUTIONS AS PART OF MINUTES 1966-68,"Treatment Plant,Storage Room 211,1011",,1-Jan-80,1-Jan-80,Financial Director,
1788,Dead Filed,SUBURBAN LANCASTER JOINT SEWER BOARD PRELIMINARY REPORT,"Treatment Plant,Storage Room 211,1011",,1-Jan-80,1-Jan-80,Engineer,
1789,Dead Filed,WEST HEMP. INDUSTRIAL WASTE APPLICATIONS,"Treatment Plant,Storage Room 211,1011",,1-Jan-80,1-Jan-80,Pretreatment Adm,
1790,Dead Filed,WEST RIDGE DRIVE PROJECT FOLDER,"Treatment Plant,Storage Room 211,1011",,1-Jan-80,1-Jan-80,Engineer,
1791,Dead Filed,"Y & S CANDIES, INC.","Treatment Plant,Storage Room 211,1011",,1-Jan-80,1-Jan-80,Financial Director,
1792,Dead Filed,Bausman Pumping Station,"Treatment Plant,Storage Room 211,1012",,27-Oct-06,1-Jan-80,Maint Director,
1793,Dead Filed,Bluerock Pumping Station,"Treatment Plant,Storage Room 211,1012",Correspondence,27-Oct-06,1-Jan-80,Maint Director,
1794,Dead Filed,Bluerock Pumping Station,"Treatment Plant,Storage Room 211,1012",Correspondence,27-Oct-06,1-Jan-80,Maint Director,
1795,Dead Filed,Bluerock 1 Pumping Station,"Treatment Plant,Storage Room 211,1012",Folder,27-Oct-06,1-Jan-80,Maint Director,
1796,Dead Filed,Bluerock Pumping Station,"Treatment Plant,Storage Room 211,1012",,27-Oct-06,1-Jan-80,Maint Director,
1797,Dead Filed,Bausman Pumping Station,"Treatment Plant,Storage Room 211,1012","Correspondence, Deeds/Titles, Rights of way",27-Oct-06,1-Jan-80,Maint Director,Includes quitclaim for acquiring land for Bausman PS. Also includes ppl right of way for some pole line changes
1798,Dead Filed,Bluerock 2 Pumping Station,"Treatment Plant,Storage Room 211,1012","Correspondence, Deeds/Titles",27-Oct-06,1-Jan-80,Maint Director,Deeds for Bluerock 2 Pumping Station
1799,Dead Filed,Bowling Green Pumping Station Wetwell,"Treatment Plant,Storage Room 211,1012","Correspondence, Report",27-Oct-06,1-Jan-80,Maint Director,File contains project information about an upgrade to PS prepared by Rettew around 1993. Contractor was Miller Warner
1800,Dead Filed,30-Inch Forcemain Replacement Phase II,"Treatment Plant,Storage Room 211,1012",Correspondence,27-Oct-06,1-Jan-80,Maint Director,Project folder for upgrade of 30 inch forcemain prepared by PSC Engineerings around 1989
1801,Dead Filed,Charlestown Pumping Station Problems with Eaton Drives and Westinghouse Motors,"Treatment Plant,Storage Room 211,1012","Correspondence, Invoices",27-Oct-06,1-Jan-80,Maint Director,"File has letters, invoices and background materials for problems at the Charlestown Pumping Station around 1979 and 1980"
1802,Dead Filed,Charlestown Pumping Station Invoices (Eaton Drives,"Treatment Plant,Storage Room 211,1012","Correspondence, Folder, Invoices",27-Oct-06,1-Jan-80,Maint Director,Folder with invoices and correspondance concerning problems with the drives and motors at the Charlestown pumping station
1803,Dead Filed,36 Inch Force Main for Charlestown Pumping Station,"Treatment Plant,Storage Room 211,1012","Correspondence, Invoices",27-Oct-06,1-Jan-80,Financial Director,Capital project folder with financial information.
1804,Dead Filed,Charlestown PS Procurement (JT Seeley),"Treatment Plant,Storage Room 211,1012","Correspondence, Invoices",27-Oct-06,1-Jan-80,Financial Director,Capital project folder that includes correspondance and invoices for the prepurchase project for the Charlestown Pumping Station Upgrade around 1998
1805,Dead Filed,Charlestown Force Main Construction (Allan Myers),"Treatment Plant,Storage Room 211,1012","Correspondence, Invoices",27-Oct-06,1-Jan-80,Financial Director,Capital Project folder for Allan Myers for the 36 inch Force main Installation Project
1806,Dead Filed,36 inch Forcemain for Rights of way for Charlestown PS Upgrade,"Treatment Plant,Storage Room 211,1012","Correspondence, Rights of way",27-Oct-06,1-Jan-80,Engineer,Includes exhibit A and exhibits B for the 36 inch Force main project
1807,Dead Filed,Charlestown PS Checmical Storage Feed System Project,"Treatment Plant,Storage Room 211,1012","Correspondence, Folder, Invoices",27-Oct-06,1-Jan-80,Financial Director,Rettew was the engineer. File includes invoices from Rettew
1808,Dead Filed,Charlestown PS Information,"Treatment Plant,Storage Room 211,1012","Correspondence, Deeds/Titles, Rights of way",27-Oct-06,1-Jan-80,Maint Director,"Includes property information about the rights of way and purchase of land
File also include roof warranty information (Roof no longer exists) Folder dates from 1981 to 1997 approx"
