ID,Category,FileName,Location,Include,Archive_Date,Destroy_Date,Owner,Notes
1401,General,Autohouse Lancaster (MHT),"Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1402,General,Armstrong World Industries - F & M Utility Corridor (MHT),"Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1403,General,Arbors at Spring Valley,"Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1404,General,Apria Healthcare Facility (Donnerville Rd.),"Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1405,General,Al Hamilton Family Ltd. - Parnership No. 2,"Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1406,General,Abel Drive Lot #8 - Office Bldg.,"Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1407,General,Abel Drive Motel,"Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1408,General,A & S Realty & Investment - 3515 Columbia Ave,"Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1409,General,"Buckley Residence (1947 Linden Street, E. Petersburg)","Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1410,General,Bruster&#039s Ice Cream Shop,"Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1411,General,"Brubaker, Henry A. - Subdivision - 3 Lots","Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1412,General,Broomell Residence - Spring Valley Rd.,"Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1413,General,"1614 Brookhave Dr. (MHT) (CL-68, Hogan Residential)","Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1414,General,"Brod, Roy - Lot-70 Valley Rd (MHT)","Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1415,General,Brighton - Commercial Properties (MHT),"Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1416,General,"Brethren Village - Fieldcrest Cottages, Phase III (MHT)","Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1417,General,Boshnaugle Lots Subdivision - 202 Sylvan Retreat Rd.,"Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1418,General,Blossom Hill Mennonite Church Additions (MHT),"Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1419,General,Bloomfield Village (MHT),"Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1420,General,Blackford Development (E. Hemp. Twp.),"Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1421,General,Binkley & Ober - 1501 Graystone Rd.,"Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1422,General,Cibo Pizza & Grill (MHT),"Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1423,General,"615 Church St., Landisville (Buckwalter, Ed)","Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1424,General,Chili&#039s Restaurant (MHT) - Rt. 72 & Granite Run Dr.,"Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1425,General,Chatsworth (Sherman Tract),"Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1426,General,"Charles, Dave - 3878 Columbia Ave. Subdivision","Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1427,General,Centerville Middle School - Additions and Renovations,"Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1428,General,Celebrate Life Christian Church - Kissel Hill Commons (MHT),"Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1429,General,"Cedar Chase, W. Hemp.","Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1430,General,Carrington Subdivision (MHT) 2 Lots,"Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1431,General,Carrabba&#039s (North Pointe Blvd.),"Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1432,General,Calvary Church Expansion (MHT),"Admin Building,General Office Area 022,,1",,01/01/1980,01/01/1980,Melissa,
1433,General,"D.H. Funk Real Estate, Lot #1 (Continental Drive)","Admin Building,General Office Area 022,Escrow,2",,01/01/1980,01/01/1980,Melissa,
1434,General,"DeGeorge Lot @ 1790 State St., E. Petersburg Borough","Admin Building,General Office Area 022,Escrow,2",,01/01/1980,01/01/1980,Melissa,
1435,General,"DeGeorge Lot @ 530 Garden Hill Lane, Manor Twp.","Admin Building,General Office Area 022,Escrow,2",,01/01/1980,01/01/1980,Melissa,
1436,General,D.A.D Enterprises Inc. - 1950-54 Fruitville Pk.,"Admin Building,General Office Area 022,Escrow,2",,01/01/1980,01/01/1980,Melissa,
1437,General,Curtis Welding (MHT),"Admin Building,General Office Area 022,Escrow,2",,01/01/1980,01/01/1980,Melissa,
1438,General,Crooked Oak Professional Office (MHT),"Admin Building,General Office Area 022,Escrow,2",,01/01/1980,01/01/1980,Melissa,
1439,General,"Crill, Norman Lots Subdivision","Admin Building,General Office Area 022,Escrow,2",,01/01/1980,01/01/1980,Melissa,
1440,General,3816 Concordia Rd. (Dave Charles),"Admin Building,General Office Area 022,Escrow,2",,01/01/1980,01/01/1980,Melissa,
1441,General,Community Fellowship Church,"Admin Building,General Office Area 022,Escrow,2",,01/01/1980,01/01/1980,Melissa,
1442,General,Commerce Bank @ Manheim Pk. & Plaza Blvd. (MHT),"Admin Building,General Office Area 022,Escrow,2",,01/01/1980,01/01/1980,Melissa,
1443,General,Commerce Bank @ Lowe&#039s/Lincoln Shopping Center,"Admin Building,General Office Area 022,Escrow,2",,01/01/1980,01/01/1980,Melissa,
1444,General,Commerce Bank - Golden Triangle,"Admin Building,General Office Area 022,Escrow,2",,01/01/1980,01/01/1980,Melissa,
1445,General,Erb&#039s Quarry Rd. Subdivision - 3 Lots (MHT),"Admin Building,General Office Area 022,Escrow,2",,01/01/1980,01/01/1980,Melissa,
1446,General,730 Eden Rd. Office Bldg. (MHT),"Admin Building,General Office Area 022,Escrow,2",,01/01/1980,01/01/1980,Melissa,
1447,General,Eden Rd. Subdivision (MHT),"Admin Building,General Office Area 022,Escrow,2",,01/01/1980,01/01/1980,Melissa,
1448,General,Eastland Land Develop. - MHT Subdivision,"Admin Building,General Office Area 022,Escrow,2",,01/01/1980,01/01/1980,Melissa,
1449,General,Eagles View Phase IB & II,"Admin Building,General Office Area 022,Escrow,2",,01/01/1980,01/01/1980,Melissa,
1450,General,Eagles View/Zimmerman Tract - Phase IA,"Admin Building,General Office Area 022,Escrow,2",,01/01/1980,01/01/1980,Melissa,
1451,General,Diller Tract - E. Hemp. Twp.,"Admin Building,General Office Area 022,Escrow,2",,01/01/1980,01/01/1980,Melissa,
1452,General,Diller Tract - E. Hemp. Twp.,"Admin Building,General Office Area 022,Escrow,2",,01/01/1980,01/01/1980,Melissa,
1453,General,"D.H. Funk & Sons, Excavating - Lot 5 & 6","Admin Building,General Office Area 022,Escrow,2",,01/01/1980,01/01/1980,Melissa,
1454,General,"Handrail Designs, Inc. - AKA TKSW Associates LP","Admin Building,General Office Area 022,Escrow,3",,01/01/1980,01/01/1980,Melissa,
1455,General,Habecker Tract,"Admin Building,General Office Area 022,Escrow,3",,01/01/1980,01/01/1980,Melissa,
1456,General,Guthrie Property,"Admin Building,General Office Area 022,Escrow,3",,01/01/1980,01/01/1980,Melissa,
1457,General,Granite Run Corp. Ctr. - Lot 17,"Admin Building,General Office Area 022,Escrow,3",,01/01/1980,01/01/1980,Melissa,
1458,General,Golden Triangle Shopping Center (MHT),"Admin Building,General Office Area 022,Escrow,3",,01/01/1980,01/01/1980,Melissa,
1459,General,Golden Triangle Residential Development,"Admin Building,General Office Area 022,Escrow,3",,01/01/1980,01/01/1980,Melissa,
1460,General,Fruitville Pk. Tract (MHT) Rt. 30 & Fruitville Pk.,"Admin Building,General Office Area 022,Escrow,3",,01/01/1980,01/01/1980,Melissa,
1461,General,Fruitville Business Park Subdivision (MHT) Lanc. City Bulk,"Admin Building,General Office Area 022,Escrow,3",,01/01/1980,01/01/1980,Melissa,
1462,General,The Farm on Quarry Rd. (MHT),"Admin Building,General Office Area 022,Escrow,3",,01/01/1980,01/01/1980,Melissa,
1463,General,Fairway Drive Subdivision (Dave Charles),"Admin Building,General Office Area 022,Escrow,3",,01/01/1980,01/01/1980,Melissa,
1464,General,F & M College Athletic Complex (Kimmel Tract) (MHT),"Admin Building,General Office Area 022,Escrow,3",,01/01/1980,01/01/1980,Melissa,
1465,General,"Fanelli, Gary @ 12 Druid Cir. (MHT - Stonehedge)","Admin Building,General Office Area 022,Escrow,3",,01/01/1980,01/01/1980,Melissa,
1466,General,Federal Realty @ Lancaster Shopping Center (MHT),"Admin Building,General Office Area 022,Escrow,3",,01/01/1980,01/01/1980,Melissa,
1467,General,"Jung, Gary A. - Lot Subdivision Stonehedge Dr. (MHT)","Admin Building,General Office Area 022,Escrow,3",,01/01/1980,01/01/1980,Melissa,
1468,General,"The Jay Group (Stony Battery Corp. Center, Phase II)","Admin Building,General Office Area 022,Escrow,3",,01/01/1980,01/01/1980,Melissa,
1469,General,It&#039s a Grind Coffee Shop (MHT),"Admin Building,General Office Area 022,Escrow,3",,01/01/1980,01/01/1980,Melissa,
1470,General,Imperial Homes - 2774 Kreider Rd. (MHT),"Admin Building,General Office Area 022,Escrow,3",,01/01/1980,01/01/1980,Melissa,
1471,General,"Honeysuckle Lane, 34 Units - Subdivision","Admin Building,General Office Area 022,Escrow,3",,01/01/1980,01/01/1980,Melissa,
1472,General,Homewood Suites - Granite Run (MHT),"Admin Building,General Office Area 022,Escrow,3",,01/01/1980,01/01/1980,Melissa,
1473,General,"Hills, Richard C. - 3250 Marietta Ave.","Admin Building,General Office Area 022,Escrow,3",,01/01/1980,01/01/1980,Melissa,
1474,General,Hess Property - 3868 Columbia Ave.,"Admin Building,General Office Area 022,Escrow,3",,01/01/1980,01/01/1980,Melissa,
1475,General,Hershey Mill Rd. - West (491 Hershy Mill Rd.),"Admin Building,General Office Area 022,Escrow,3",,01/01/1980,01/01/1980,Melissa,
1476,General,Hershey Mill Rd. East - Millstone Village,"Admin Building,General Office Area 022,Escrow,3",,01/01/1980,01/01/1980,Melissa,
1477,General,Hempfield Hill Estates,"Admin Building,General Office Area 022,Escrow,3",,01/01/1980,01/01/1980,Melissa,
1478,General,"Heisey, Michael - Apts. @ 686 Bean Hill Rd.","Admin Building,General Office Area 022,Escrow,3",,01/01/1980,01/01/1980,Melissa,
1479,General,Haydn Manor,"Admin Building,General Office Area 022,Escrow,3",,01/01/1980,01/01/1980,Melissa,
1480,General,Hassel Tract - Lot #s 2 & 3 @ BBP,"Admin Building,General Office Area 022,Escrow,3",,01/01/1980,01/01/1980,Melissa,
1481,General,Haverstick Farm - East Side of Donnerville Rd.,"Admin Building,General Office Area 022,Escrow,3",,01/01/1980,01/01/1980,Melissa,
1482,General,Lancaster Airport - Expansion of FBO (MHT),"Admin Building,General Office Area 022,Escrow,4",,01/01/1980,01/01/1980,Melissa,
1483,General,"Knight, Bernice Subdivision (Hempfield St., Washington Boro)","Admin Building,General Office Area 022,Escrow,4",,01/01/1980,01/01/1980,Melissa,
1484,General,"Kun, Yim Jin Land Development - 3405 Columbia Ave.","Admin Building,General Office Area 022,Escrow,4",,01/01/1980,01/01/1980,Melissa,
1485,General,Kline&#039s Services - Residual Building,"Admin Building,General Office Area 022,Escrow,4",,01/01/1980,01/01/1980,Melissa,
1486,General,"Kline&#039s Services, Inc. - Truck Garage Facility","Admin Building,General Office Area 022,Escrow,4",,01/01/1980,01/01/1980,Melissa,
1487,General,Kissinger Subdivision,"Admin Building,General Office Area 022,Escrow,4",,01/01/1980,01/01/1980,Melissa,
1488,General,Kissel Hill Commons - Phase III Final Plan,"Admin Building,General Office Area 022,Escrow,4",,01/01/1980,01/01/1980,Melissa,
1489,General,Kissel Hill Commons - Phase II (MHT),"Admin Building,General Office Area 022,Escrow,4",,01/01/1980,01/01/1980,Melissa,
1490,General,Kissel Hill Commons - Lot 287 (MHT),"Admin Building,General Office Area 022,Escrow,4",,01/01/1980,01/01/1980,Melissa,
1491,General,Keepsafe 2 (MHT),"Admin Building,General Office Area 022,Escrow,4",,01/01/1980,01/01/1980,Melissa,
1492,General,Landis Estates (MHT) - Formerly Jake Landis Court/ Formerly McDonell Tract,"Admin Building,General Office Area 022,Escrow,4",,01/01/1980,01/01/1980,Melissa,
1493,General,The Landings @ Eagle Heights (Final Phase - Additional 54 Units,"Admin Building,General Office Area 022,Escrow,4",,01/01/1980,01/01/1980,Melissa,
1494,General,Landale - Formerly Landis Tract,"Admin Building,General Office Area 022,Escrow,4",,01/01/1980,01/01/1980,Melissa,
1495,General,Lancaster Toyota Mazda Collision Center,"Admin Building,General Office Area 022,Escrow,4",,01/01/1980,01/01/1980,Melissa,
1496,General,Lancaster General Health Campus - Medical Office Bldg. 2112 Addition,"Admin Building,General Office Area 022,Escrow,4",,01/01/1980,01/01/1980,Melissa,
1497,General,LGH Health Campus Expansions - Womans & babies Rehab,"Admin Building,General Office Area 022,Escrow,4",,01/01/1980,01/01/1980,Melissa,
1498,General,LGH Health Campus Expansion - Ambulatory Surgery Center,"Admin Building,General Office Area 022,Escrow,4",,01/01/1980,01/01/1980,Melissa,
1499,General,LCSWMA - Transfer Station (MHT) 2,"Admin Building,General Office Area 022,Escrow,4",,01/01/1980,01/01/1980,Melissa,
1500,General,Lancaster County EMT Facility,"Admin Building,General Office Area 022,Escrow,4",,01/01/1980,01/01/1980,Melissa,
1501,General,Lancaster Bible College - North Campus Expansion (MHT),"Admin Building,General Office Area 022,Escrow,4",,01/01/1980,01/01/1980,Melissa,
1502,General,Lancaster General Hospital Womaens & Babies - Temp. Units,"Admin Building,General Office Area 022,Escrow,4",,01/01/1980,01/01/1980,Melissa,
1503,General,Lancaster Laundry (MHT),"Admin Building,General Office Area 022,Escrow,4",,01/01/1980,01/01/1980,Melissa,
1504,General,Living Hope Church,"Admin Building,General Office Area 022,Escrow,4",,01/01/1980,01/01/1980,Melissa,
1505,General,"Lift, Inc.","Admin Building,General Office Area 022,Escrow,4",,01/01/1980,01/01/1980,Melissa,
1506,General,Lay-Z Boy Furniture Showroom,"Admin Building,General Office Area 022,Escrow,4",,01/01/1980,01/01/1980,Melssa,
1507,General,Laush Lane Lot 2 (MHT),"Admin Building,General Office Area 022,Escrow,4",,01/01/1980,01/01/1980,,
1508,General,Lausch Lane Subdivision (MHT),"Admin Building,General Office Area 022,Escrow,4",,01/01/1980,01/01/1980,Melissa,
1509,General,Larkspur Crossing,"Admin Building,General Office Area 022,Escrow,4",,01/01/1980,01/01/1980,Melissa,
1510,General,Luik Farm - Crossway Church,"Admin Building,General Office Area 022,Escrow,4",,01/01/1980,01/01/1980,Melissa,
1511,General,65 Meadow Ln. (MHT) -Richard Weeber,"Admin Building,General Office Area 022,Escrow,5",,01/01/1980,01/01/1980,Melissa,
1512,General,Mariana - Office Bldg. - 501 Rohrerstown Rd.,"Admin Building,General Office Area 022,Escrow,5",,01/01/1980,01/01/1980,Melissa,
1513,General,Manor Oaks Lot 146 (30 Units),"Admin Building,General Office Area 022,Escrow,5",,01/01/1980,01/01/1980,Melissa,
1514,General,Manor Oaks - Phase V,"Admin Building,General Office Area 022,Escrow,5",,01/01/1980,01/01/1980,Melissa,
1515,General,Manor Oaks - Phase II,"Admin Building,General Office Area 022,Escrow,5",,01/01/1980,01/01/1980,Melissa,
1516,General,Manor Heights,"Admin Building,General Office Area 022,Escrow,5",,01/01/1980,01/01/1980,Melissa,
1517,General,Manor Blvd. Subdivision,"Admin Building,General Office Area 022,Escrow,5",,01/01/1980,01/01/1980,Melissa,
1518,General,Manheim Twp. Module  Land Development,"Admin Building,General Office Area 022,Escrow,5",,01/01/1980,01/01/1980,Melissa,
1519,General,Manheim Township High School - Neffsville Campus,"Admin Building,General Office Area 022,Escrow,5",,01/01/1980,01/01/1980,Melissa,
1520,General,Neffsville Veterinary Clinic (MHT),"Admin Building,General Office Area 022,Escrow,5",,01/01/1980,01/01/1980,Melissa,
1521,General,Mountville Community Center,"Admin Building,General Office Area 022,Escrow,5",,01/01/1980,01/01/1980,Melissa,
1522,General,"Mowrer, Donald & Nancy (Residence - 101 Locust Rd., Mountville)","Admin Building,General Office Area 022,Escrow,5",,01/01/1980,01/01/1980,Melissa,
1523,General,Miscellaneous Sewer Installation,"Admin Building,General Office Area 022,Escrow,5",,01/01/1980,01/01/1980,Melissa,
1524,General,1896 Millersville Rd. - for Shepherd Family Ltd. Patnership,"Admin Building,General Office Area 022,Escrow,5",,01/01/1980,01/01/1980,Melissa,
1525,General,111 Millersville Rd - H2 Enterprises LLC - Subdivision,"Admin Building,General Office Area 022,Escrow,5",,01/01/1980,01/01/1980,Melissa,
1526,General,The Mews at Homestead Village,"Admin Building,General Office Area 022,Escrow,5",,01/01/1980,01/01/1980,Melissa,
1527,General,2010 Oswego Drive Lot - Columbia,"Admin Building,General Office Area 022,Escrow,5",,01/01/1980,01/01/1980,Melissa,
1528,General,Orthopedic Assoc. - North Pointe (MHT),"Admin Building,General Office Area 022,Escrow,5",,01/01/1980,01/01/1980,Melissa,
1529,General,North Pointe Business Center - Lot 6 (MHT),"Admin Building,General Office Area 022,Escrow,5",,01/01/1980,01/01/1980,Melissa,
1530,General,Noll Drive Subdivision - 3 lots: 1 Bank & 2 Office Buildings,"Admin Building,General Office Area 022,Escrow,5",,01/01/1980,01/01/1980,Melissa,
1531,General,Nguyen Lot- 1750 Samar Rd. (MHT),"Admin Building,General Office Area 022,Escrow,5",,01/01/1980,01/01/1980,Melissa,
1532,General,New Hope Christian Fellowship,"Admin Building,General Office Area 022,Escrow,5",,01/01/1980,01/01/1980,Melissa,
1533,General,Neurology & Stroke Assoc. (MHT),"Admin Building,General Office Area 022,Escrow,5",,01/01/1980,01/01/1980,Melissa,
1534,General,Tobacco Rd. Condos,"Admin Building,General Office Area 022,Escrow,7",,01/01/1980,01/01/1980,Melissa,
1535,General,"Treztark II, Ltd. - Stony Battery Commerce Center Phase 4","Admin Building,General Office Area 022,Escrow,7",,01/01/1980,01/01/1980,Melissa,
1536,General,Timson Place,"Admin Building,General Office Area 022,Escrow,7",,01/01/1980,01/01/1980,Melissa,
1537,General,Sunset Ridge 2 (MHT) - formerly Crescent Ridge / Beiler 49 lots,"Admin Building,General Office Area 022,Escrow,7",,01/01/1980,01/01/1980,Melissa,
1538,General,Sunset Ridge - MHT,"Admin Building,General Office Area 022,Escrow,7",,01/01/1980,01/01/1980,Melissa,
1539,General,Summit Hills Portion of Phases 3 & 4,"Admin Building,General Office Area 022,Escrow,7",,01/01/1980,01/01/1980,Melissa,
1540,General,1823 Stony Battery Rd. - Superior Homes,"Admin Building,General Office Area 022,Escrow,7",,01/01/1980,01/01/1980,Melissa,
1541,General,Stoner Tract - 55 Lots,"Admin Building,General Office Area 022,Escrow,7",,01/01/1980,01/01/1980,Melissa,
1542,General,Stonemill Subdivision (Manor Twp.),"Admin Building,General Office Area 022,Escrow,7",,01/01/1980,01/01/1980,Melissa,
1543,General,Stonemill Estates (MHT) - Formerly Bridle Estates,"Admin Building,General Office Area 022,Escrow,7",,01/01/1980,01/01/1980,Melissa,
1544,General,Stable Downs,"Admin Building,General Office Area 022,Escrow,7",,01/01/1980,01/01/1980,Melissa,
1545,General,Spring Haven (MHT),"Admin Building,General Office Area 022,Escrow,7",,01/01/1980,01/01/1980,Melissa,
1546,General,The Village of Grande @ Millers Run - Phases I & II,"Admin Building,General Office Area 022,Escrow,7",,01/01/1980,01/01/1980,Melissa,
